,docid,url,title,modified,lastmodtime,type,domain,status,part,bloc,tags,image_url,pubdate,text,rightcol,snippet
34,943864,https://lenta.ru/news/2020/01/01/iran/,Иран ответил на «милитаристские заявления» США,1577879537,1577879537,1,1,0,0,2,[1],https://icdn.lenta.ru/images/2020/01/01/14/20200101144905756/detail_37fe4e4292229df66fc81c2cb1d9dc12.jpg,1577879537,"Фото: Carlos Barria / Reuters Министерство иностранных дел Ирана выразило протест США из-за удара американских беспилотников по складам и командным пунктам движения «Хезболла», в результате которого погибли около 30 человек и пострадали около 45. Заявление опубликовано на сайте дипломатического ведомства. В МИД заявили, что заявления американских чиновников по факту произошедшего являются милитаристскими и нарушающими устав ООН. «Правительство США должно научиться разговаривать с другими государствами и прекратить оккупацию», — добавили в ведомстве. Президент США Дональд Трамп после нападения на посольство США в Ираке пригрозил Ирану. По его словам, страна понесет всю ответственность за жертвы или причинение ущерба на любом из американских объектов. «Это не предупреждение, это угроза. Счастливого Нового года!» — добавил Трамп. Сотни жителей Ирака пошли на штурм американского посольства в ответ на удары ВВС США по складам и командным пунктам «Хезболлы». В результате диппредставительство было эвакуировано.","В МИД страны заявили, что Вашингтон должен научиться разговаривать с другими странами","Фото: Carlos Barria / Reuters ... около 30 человек и пострадали около 45. Заявление опубликовано на сайте дипломатического ведомства. В МИД заявили, что заявления ... и нарушающими устав ООН."
35,943865,https://lenta.ru/news/2020/01/01/snova/,Украинские каналы показали обращение Порошенко вместо Зеленского,1577879791,1577879791,1,1,0,0,3,[55],https://icdn.lenta.ru/images/2020/01/01/14/20200101144712331/detail_ee75b7a565cfc78624eb2a89dbe982b9.png,1577879791,"Фото: Facebook Украинские телеканалы «Прямой» и «Пятый» сдвинули новогоднее обращение президента страны Владимира Зеленского ради поздравления бывшего главы государства Петра Порошенко. Об этом сообщает ТАСС. В своем выступлении Порошенко, который возглавляет партию «Европейская солидарность», похвалил период своего правления, заявив, что тогда был заложен «большой запас прочности перемен, который оказалось не так-то просто поколебать». Также политик заявил о единстве украинцев вне зависимости от партийной принадлежности. Отмечается, что запись выступления Зеленского также транслировалась, однако ее показали в первые минуты после полуночи. В декабре 2018 года Владимир Зеленский обратился к украинцам с новогодними поздравлениями и заявил о своем намерении баллотироваться на пост президента страны. Телеканал «1+1», который принадлежит олигарху Игорю Коломойскому, также сместил обращение занимавшего тогда пост президента Порошенко. «Прямой» связывают с Петром Порошенко, однако он отрицает влияние на редакционную политику канала. «Пятый» канал официально принадлежит бывшему украинскому лидеру.","Запись выступления Зеленского также транслировалась, однако ее показали позже","Фото: Facebook Украинские телеканалы «... главы государства Петра Порошенко. Об этом сообщает ТАСС. В своем выступлении Порошенко, который ... оказалось не так-то просто поколебать»."
36,943867,https://lenta.ru/news/2020/01/01/wada_spisok/,WADA обновило список запрещенных веществ,1577880970,1577880970,1,1,0,0,8,[33],https://icdn.lenta.ru/images/2020/01/01/15/20200101151309662/detail_8ea2da1c0c246d647a91f4f65e319865.jpg,1577880970,"Фото: Алексей Витвицкий / РИА Новости Всемирное антидопинговое агентство (WADA) обновило список запрещенных препаратов. Об изменениях, вступивших в силу с 1 января 2020 года, сообщается на сайте организации. Под запретом оказались октодрин и левометадон. WADA прояснило позицию по запрету на употребление каннабиноидов. Отныне запрещены все природные и синтетические каннабиноиды. Инертный газ аргон, использование которого ранее приравнивалось к употреблению допинга, исключен из списка. 31 декабря глава WADA Крейг Риди, подводя итоги года, заявил, что ситуация с допингом у российских спортсменов вывела агентство на качественно новый уровень. «Я рад видеть, как WADA справилось с трудностями, в особенности с допингом в российском спорте», — написал Риди в сообщении на сайте агентства. 9 декабря исполком WADA принял решение о лишении статуса соответствия Российского антидопингового агентства. На четыре года страна потеряет право проводить крупные спортивные мероприятия, а отечественные спортсмены спортсмены смогут выступать на международных соревнованиях только под нейтральным флагом.",С 1 января 2020 года перечень препаратов изменился,"Фото: Алексей Витвицкий / РИА Новости ... обновило список запрещенных препаратов. Об изменениях, вступивших в силу с 1 ... года, сообщается на сайте организации. Под запретом оказались октодрин и левометадон."
37,943868,https://lenta.ru/news/2020/01/01/papa/,Ударивший по рукам паломницу Папа Римский объяснился,1577881395,1577881395,1,1,0,0,2,[2],https://icdn.lenta.ru/images/2020/01/01/15/20200101152209256/detail_462fefcfa44b42a7480af86871348d2d.jpg,1577881395,"Фото: Vatican Media / Reuters Папа Римский Франциск, оттолкнувший и ударивший по рукам женщину, извинился и объяснил, что все нередко теряют терпение. Его слова передает «Интерфакс». «Я прошу прощения за то, что подал плохой пример», — сказал он в обращении к верующим. Понтифик во вторник, 31 декабря, общался с людьми на площади Святого Петра. Одна из женщин схватила Франциска за руку из-за заграждения, когда тот проходил мимо, в ответ он несколько раз ударил ее по рукам. После этого к паломнице подошла охрана.","По его словам, все нередко теряют терпение","Фото: Vatican Media / Reuters Папа ..., что все нередко теряют терпение. Его слова передает «Интерфакс». «Я прошу прощения за то, что подал ...», — сказал он в обращении к верующим."
38,943870,https://lenta.ru/news/2020/01/01/vodyanova/,Наталья Водянова рассказала о скором замужестве,1577882774,1577882774,1,1,0,0,47,[156],https://icdn.lenta.ru/images/2020/01/01/15/20200101154412745/detail_a32feacb3ab8a20c97c6786e91649113.jpg,1577882774,"Фото: Асатур Есаянц / РИА Новости Российская супермодель Наталья Водянова рассказала о скором замужестве. Фотография с французским миллиардером Антуаном Арно опубликована в ее Instagram-аккаунте. В подписи к снимку модель отметила, что прошедший год был прекрасным и запоминающимся. «Не терпится отметить следующий год с нашими любимыми», — добавила она. В комментариях подписчики, заметившие кольцо на безымянном пальце модели, спросили у Водяновой, действительно ли речь идет о свадьбе. Она эту информацию подтвердила. О своем романе с Арно, с которым у модели двое общих детей, Водянова сообщила в 2011 году после развода с британским аристократом Джастином Тревором Беркли Портманом.",Модель опубликовала фотографию с миллиардером Антуаном Арно,"Фото: Асатур Есаянц / РИА Новости ... рассказала о скором замужестве. Фотография с французским миллиардером ... опубликована в ее Instagram-аккаунте. В подписи к снимку модель отметила, что ... год был прекрасным и запоминающимся."
39,943871,https://lenta.ru/news/2020/01/01/bolshunov/,Российский лыжник Большунов выиграл гонку преследования на «Тур де Ски»,1577884560,1578073598,1,1,0,0,8,[37],https://icdn.lenta.ru/images/2020/01/01/16/20200101160440543/detail_9c2f0344e402fa98539c62728e9a5cc7.jpg,1577884560,"Александр Большунов Фото: Алексей Филиппов / РИА Новости Российский лыжник Александр Большунов финишировал первым в гонке преследования на многодневке «Тур де Ски» в итальянском Тоблахе. Об этом в среду, 1 января, сообщает корреспондент «Ленты.ру». 23-летний Большунов преодолел 15-километровую дистанцию за 38 минут 14,9 секунды. Вторым стал другой россиянин Сергей Устюгов (+13,7 секунды), третьим — финн Ииво Нисканен (+24,8 секунды). 31 декабря Устюгов, Большунов и Иван Якимушкин заняли весь пьедестал в гонке свободным стилем на третьем этапе «Тур де Ски». Победил Устюгов, вторым финишировал Якимушкин, Большунов стал третьим. Устюгов лидирует в общем зачете «Тур де Ски». Вторым идет Большунов с отставанием в 27 секунд. Третий — норвежец Йоханнес Клэбо, он уступает Устюгову 37 секунд. Клэбо является действующим чемпионом многодневки, которая продлится до 6 января. ","23-летний спортсмен преодолел 15-километровую дистанцию за 38 минут 14,9 секунды.","Александр Большунов Фото: Алексей ... «Тур де Ски» в итальянском Тоблахе. Об этом в среду, 1 января, сообщает корреспондент «Ленты.ру». 23-летний Большунов преодолел 15-... дистанцию за 38 минут 14,9 секунды."
40,943872,https://lenta.ru/news/2020/01/01/bloodmatch/,После дружеского футбольного матча в тюрьме погибли 16 заключенных,1577884847,1577884847,1,1,0,0,2,[4],https://icdn.lenta.ru/images/2020/01/01/16/20200101161359189/detail_2fe9057df84cfc646571614110cfb2cc.jpg,1577884847,"Фото: Daniel Becerril / Reuters В тюрьме в мексиканском штате Сакатекас члены конкурирующих картелей Гольфо и Лос-Сетас провели дружеский футбольный матч, переросший в конфликт. Об этом сообщает Mirror. Конкурирующие группы были вооружены, драка продолжалась несколько часов. В результате инцидента 15 человек погибли на месте, еще один скончался в больнице. Сотрудники тюрьмы обнаружили на месте происшествия четыре единицы огнестрельного оружия, куски арматуры, ножи и заточки. У тюрьмы дежурили 20 машин скорой помощи. После произошедшего у одного из арестованных заключенных нашли оружие. Отмечается, что беспорядки произошли через день после того, как сотрудники тюрьмы изымали у заключенных оружие, алкоголь, наркотики и телефоны.",Драка продолжалась несколько часов,"Фото: Daniel Becerril / Reuters В тюрьме ... футбольный матч, переросший в конфликт. Об этом сообщает Mirror. Конкурирующие группы были вооружены, драка продолжалась несколько часов."
41,943877,https://lenta.ru/news/2020/01/01/vladik/,Появилось видео сожжения символа года за 670 тысяч рублей во Владивостоке,1577887728,1577887728,1,1,0,7,1,[4],https://icdn.lenta.ru/images/2020/01/01/17/20200101170502631/detail_9aed84f2294e688eca7d8b063ddd01e6.jpg,1577887728,"Фото: ИА PrimaMedia Появилось видео сожжения во Владивостоке символа 2020 года — новогодней мыши. Кадры, снятые очевидцами, опубликованы в Telegram-канале издания «Подъем». При этом не уточняется, загорелась мышь от петарды или ее подожгли. Фигуру мыши, которая стояла на центральной площади Владивостока, но была сбита автомобилистом, сожгли  в новогоднюю ночь. Конструкция с символом года обошлась в бюджету в 670 тысяч рублей. Местный водитель врезался в фигуру еще 14 декабря, после чего она упала. С тех пор и до новогодней ночи мышь лежала на центральной площади.",Фигуру сожгли в новогоднюю ночь,"Фото: ИА PrimaMedia Появилось видео ... символа 2020 года — новогодней мыши. Кадры, снятые очевидцами, опубликованы в Telegram-канале издания «Подъем». При этом не уточняется, загорелась мышь от петарды или ее подожгли."
42,943878,https://lenta.ru/news/2020/01/01/yard/,Россиянин выиграл в лотерею миллиард рублей,1577887903,1577887903,1,1,0,0,9,[42],https://icdn.lenta.ru/images/2020/01/01/17/20200101170707878/detail_b03495fdc5d2b2876b4913809ea8df5c.jpg,1577887903,"Фото: pixabay.com Житель Москвы выиграл в лотерею «Русское лото» миллиард рублей. Об этом сообщает «Российская газета» со ссылкой на пресс-службу «Столото». Издание отмечает, что это первый в истории России случай розыгрыша миллиарда рублей. Праздничный тираж состоялся 1 января, в нем приняли участие более 53 миллионов лотерейных билетов. Выигрышный купон был куплен в Москве за 100 рублей. Имя победителя пока неизвестно. Его пригласили за выигрышем в столичный лотерейный центр. В декабре сообщалось, что жительница американского города Вашингтон, округ Колумбия, неправильно заполнила лотерейные билеты и разбогатела на 100 тысяч долларов (6,2 миллиона рублей). Перина Гейнс (Perina Gaines) купила два лотерейных билета DC5 и случайно выбрала не ту комбинацию чисел, которую планировала. Она решила ничего не менять, и в результате каждый билет принес ей 50 тысяч долларов (3,1 миллиона рублей).",Это первый в истории России случай розыгрыша подобного джек-пота,"Фото: pixabay.com Житель Москвы выиграл ... лотерею «Русское лото» миллиард рублей. Об этом сообщает «Российская газета» со ссылкой на пресс-службу «Столото». Издание отмечает, что это первый в ... случай розыгрыша миллиарда рублей."
43,943869,https://lenta.ru/news/2020/01/01/chalov_chelsea/,Нападающий ЦСКА Чалов заинтересовал «Челси»,1577889000,1579790610,1,1,0,0,8,[236],https://icdn.lenta.ru/images/2020/01/01/17/20200101172505321/detail_bd3e39de925fb771a89d29f468963f0b.jpg,1577889000,"Федор Чалов Фото: Алексей Филиппов / РИА Новости Лондонский «Челси» заинтересован в покупке нападающего московского ЦСКА Федора Чалова. Об этом сообщает британский Daily Express. Лондонский клуб хочет подписать Чалова в ближайшее трансферное окно. За 21-летнего футболиста готовы предложить 20 миллионов фунтов стерлингов (23,6 миллиона евро). Другим претендентом на форварда является «Брайтон». Чалов — воспитанник ЦСКА. В нынешнем сезоне он выходил на поле в 27 матчах во всех турнирах, забил шесть мячей и сделал пять передач. В прошлом сезоне нападающий стал лучшим бомбардиром Российской премьер-лиги, записав на свой счет 15 голов в 30 матчах. Летом 2019-го Чаловым интересовался другой клуб Английской премьер-лиги «Кристал Пэлас». Лондонцы готовы были заплатить за форварда 27 миллионов евро, но ЦСКА не устроило это предложение.",Футболист может перейти в лондонский клуб в ближайшее трансферное окно,Федор Чалов Фото: Алексей Филиппов / РИА ... московского ЦСКА Федора Чалова. Об этом сообщает британский Daily Express. Лондонский клуб хочет подписать Чалова в ближайшее трансферное окно.
44,943875,https://lenta.ru/news/2020/01/01/aplbernley/,Новичок АПЛ одержал выездную победу и покинул зону вылета,1577889060,1577900972,1,1,0,0,8,[236],https://icdn.lenta.ru/images/2020/01/01/16/20200101165908735/detail_b929f17ee9fa0ff0e7fa85dcdb2d23ff.jpg,1577889060,"Фото: Jason Cairnduff / Reuters «Астон Вилла» на выезде обыграла «Бернли» в матче 21-го тура Английской премьер-лиги (АПЛ). Об этом сообщает корреспондент «Ленты.ру». Встреча прошла в среду, 1 января, и завершилась со счетом 2:1 в пользу гостей. На 27-й минуте бирмингемцев вывел вперед Уэсли. Через 14 минут Джек Грилиш удвоил преимущество «Астон Виллы». На 84-й минуте Крис Вуд отыграл один мяч. Победа позволила новичку АПЛ «Астон Вилле» набрать 21 очко и покинуть зону вылета, выйдя на 16-е место. «Бернли» имеет в активе 24 очка и находится на 14-й позиции. В следующем туре «Астон Вилла» 12 января на своем поле примет «Манчестер Сити». Бернли днем раньше на выезде встретится с Челси.",«Астон Вилла» со счетом 2:1 обыграла «Бернли»,"Фото: Jason Cairnduff / Reuters «Астон ...-го тура Английской премьер-лиги (АПЛ). Об этом сообщает корреспондент «Ленты.ру». Встреча прошла в среду, 1 января, и завершилась со счетом 2:1 в пользу гостей."
45,943876,https://lenta.ru/news/2020/01/01/chelseawonbright/,Гол ударом через себя лишил «Челси» победы в матче АПЛ,1577889180,1577901667,1,1,0,7,8,[236],https://icdn.lenta.ru/images/2020/01/01/17/20200101170644361/detail_0c3c6a4a408868fc73ca78291c8e56f8.jpg,1577889180,"Фото: Dylan Martinez / Reuters «Челси» на выезде сыграл вничью с «Брайтоном» в матче 21-го тура Английской премьер-лиги (АПЛ). Об этом сообщает корреспондент «Ленты.ру». Встреча прошла в среду, 1 января, и завершилась со счетом 1:1. Первый мяч на 10-й минуте забил капитан синих Сесар Аспиликуэта. На 84-й минуте Алиреза Джаханбакш ударом через себя восстановил равенство. «Челси» набрал 36 очков и остается на четвертом месте в чемпионате. «Брайтон» имеет в активе 24 очка и находится на 13-й позиции. В следующем туре «Челси» 11 января на своем поле примет «Бернли». «Брайтон» в тот же день на выезде сыграет с «Эвертоном».",Синие на выезде со счетом 1:1 сыграли с «Брайтоном»,"Фото: Dylan Martinez / Reuters «Челси» ...-го тура Английской премьер-лиги (АПЛ). Об этом сообщает корреспондент «Ленты.ру». Встреча прошла в среду, 1 января, и завершилась со счетом 1:1."
46,943879,https://lenta.ru/news/2020/01/01/no_congratulations/,Ким Чен Ын отказался поздравлять корейцев с Новым годом,1577889900,1577957616,1,1,0,0,2,[1],https://icdn.lenta.ru/images/2020/01/01/17/20200101174220966/detail_3c9a3bf082a0d8d832efad599c8b3ee1.jpg,1577889900,"Фото: Виталий Аньков / РИА Новости Лидер Северной Кореи Ким Чен Ын отказался от ежегодного поздравления своего народа в новогоднее утро. Вместо этого на корейском телевидении показали декабрьское заседание Центрального комитета Трудовой партии КНДР с участием Ким Чен Ына, передает Bloomberg. На мероприятии северокорейский лидер, в частности, заявил, что больше не связан обязательствами моратория на ядерные испытания и анонсировал новые виды стратегических вооружений. Агентство отмечает, что Ким Чен Ын ежегодно выступал с новогодними обращениями с 2013 года. Эту традицию заложил его дед Ким Ир Сен в 1940-х годах. «Год назад, когда дипломатия между Кимом и [президентом США Дональдом] Трампом выглядела более многообещающей, северокорейский лидер отказался от формальностей, чтобы произнести свое новогоднее обращение», — пишет Bloomberg. Ранее Ким Чен Ын заявил, что вскоре Северная Корея покажет новый разработанный вид стратегического оружия. По его словам, США по-прежнему настроены враждебно по отношению к КНДР, поэтому Пхеньяну необходимо более активно разрабатывать стратегические вооружения. Госсекретарь США Майкл Помпео заявил, что Вашингтон будет «глубоко разочарован» в случае отказа Северной Кореи от моратория на атомные испытания и тесты межконтинентальных ракет.",Вместо этого на корейском телевидении показали декабрьское заседание Трудовой партии КНДР,"Фото: Виталий Аньков / РИА Новости Лидер ... своего народа в новогоднее утро. Вместо этого на корейском телевидении ... Ким Чен Ына, передает Bloomberg. На мероприятии северокорейский лидер, в ... новые виды стратегических вооружений."
47,943880,https://lenta.ru/news/2020/01/01/naftogaz/,«Нафтогаз» объявил о завершении отделения оператора ГТС Украины,1577890757,1577890757,1,1,0,0,4,[7],https://icdn.lenta.ru/images/2020/01/01/17/20200101175857669/detail_0dc0ecb6efcbc38980667043d2d769e6.jpg,1577890757,"Фото: Стрингер / РИА Новости Отделение оператора газотранспортной системы (ГТС) Украины от группы «Нафтогаз» полностью завершено. Об этом в своем Facebook-аккаунте написал глава компании Андрей Коболев. Он отметил, что «Нафтогаз» перестал быть акционером оператора ГТС и стал его клиентом. Коболев также добавил, что Украина выполнила норму Третьего энергопакета ЕС и доказала, что является надежным союзником. Ранее на Украине заявили о начале транспортировки газа в ЕС по новому контракту с «Газпромом». В ГТС отметили, что в Евросоюз уже поступили первые кубометры топлива по новому транзитному контракту с Россией. Отныне уже по европейским правилам в межгосударственных точках. ГТС работает в штатном режиме», — говорилось в сообщении. Россия и Украина подписали пятилетний контракт на транзит газа 30 декабря после четырех дней переговоров. Соглашение заключено по принципу «качай или плати», то есть «Газпром» обязуется прокачивать минимальный объем. В 2020 году он составит 65 миллиардов кубометров, а затем — по 40 миллиардов.","По словам Андрея Коболева, «Нафтогаз» стал клиентом ГТС","Фото: Стрингер / РИА Новости Отделение ... группы «Нафтогаз» полностью завершено. Об этом в своем Facebook-аккаунте написал глава компании Андрей Коболев. Он отметил, что «Нафтогаз» перестал ... оператора ГТС и стал его клиентом."
48,943881,https://lenta.ru/news/2020/01/01/msc/,В новогоднюю ночь в Москве похитили семилетнюю девочку,1577892180,1577895279,1,1,0,0,37,[134],https://icdn.lenta.ru/images/2020/01/01/18/20200101182057166/detail_980d127a1a999e165f47fac3bd04efdc.jpg,1577892180,"Подозреваемая в похищении ребенка в Москве Фото: пресс-служба МВД В Москве 31 декабря похитили семилетнюю девочку. Об этом сообщается на сайте МВД. По информации полиции, инцидент произошел на улице Яблочкова в Бутырском районе столицы. Девочка, предположительно, ушла с неизвестной женщиной славянской внешности. Как сообщает телеканал РЕН ТВ, девочку увели, когда родители ребенка уснули. Момент похищения зафиксировала камера наблюдения. По данным СМИ, подозреваемая в похищении женщина задержана. На допросе она заявила, что нашла ребенка на улице, сейчас с ней беседуют следователи.",Ребенка увела неизвестная женщина,"Подозреваемая в похищении ребенка в ... 31 декабря похитили семилетнюю девочку. Об этом сообщается на сайте МВД. По информации полиции, инцидент ... Яблочкова в Бутырском районе столицы."
49,943882,https://lenta.ru/news/2020/01/01/banka/,Новый глава WADA пообещал защитить чистых спортсменов,1577893264,1577893264,1,1,0,0,8,[33],https://icdn.lenta.ru/images/2020/01/01/18/20200101182848339/detail_c09e1ec4a942c8bc40360bd2e3951a33.jpg,1577893264,"Витольд Банька Фото: Denis Balibouse / Reuters Новый глава Всемирного антидопингового агентства (WADA) Витольд Банька пообещал защитить права чистых спортсменов. Такое сообщение функционер, вступивший в должность 1 января, опубликовал в Twitter. «Возглавлять WADA в грядущие годы — большая ответственность. Я постараюсь сделать все, чтобы защитить права чистых атлетов и построить для них мир свободный от допинга. Скромность и трудолюбие — эти качества поведут меня к цели», — написал Банька. Банька был избран на должность 7 ноября. Совет учредителей WADA единогласно проголосовал за его назначение. Предыдущим главой WADA был британец Крейг Риди. Он занимал пост с 2015 по 2019 год. В период его работы агентство неоднократно налагало санкции на Россию из-за систематических нарушений антидопинговых правил со стороны отечественных спортсменов.","Витольд Банька заявил, что построит для атлетов мир, свободный от допинга","Витольд Банька Фото: Denis Balibouse / ... защитить права чистых спортсменов. Такое сообщение функционер, вступивший ... 1 января, опубликовал в Twitter. «Возглавлять WADA в грядущие годы — большая ответственность."
50,943883,https://lenta.ru/news/2020/01/01/zastrelil/,Полицейский застрелил избившего жену россиянина,1577894462,1577894462,1,1,0,0,37,[136],https://icdn.lenta.ru/images/2020/01/01/18/20200101185738933/detail_b719f5b29ea1322d9da41aa10769be86.jpg,1577894462,"Фото: Максим Блинов / РИА Новости В Камышлове (Свердловская область) сотрудник полиции, приехавший на вызов по сообщению о семейном конфликте, застрелил дебошира. Об этом сообщает «Интерфакс». По данным МВД, жительница Камышлова вечером 31 декабря обратилась в полицию и заявила, что муж избил ее. К прибывшему на место сотруднику правоохранительных органов вышел муж пострадавшей, находившийся в нетрезвом состоянии. В руках он держал монтировку, которой замахнулся на прапорщика. Отмечается, что полицейский предупредил нападавшего о намерении выстрелить, произвел предупредительный выстрел в воздух, однако это не остановило мужчину. Супруг обратившейся в полицию женщины был доставлен в больницу с огнестрельным ранением, врачам не удалось его спасти. В МВД сообщили, что, по предварительным данным, табельное оружие было применено правомерно. Собранные материалы отправлены для рассмотрения в Следственный комитет.","По данным МВД, табельное оружие было применено правомерно","Фото: Максим Блинов / РИА Новости В ... семейном конфликте, застрелил дебошира. Об этом сообщает «Интерфакс». По данным МВД, жительница Камышлова ... в полицию и заявила, что муж избил ее."
51,943884,https://lenta.ru/news/2020/01/01/podrobnosti/,Появились подробности похищения семилетней девочки в Москве в новогоднюю ночь,1577895589,1577895589,1,1,0,0,37,[],https://icdn.lenta.ru/images/2020/01/01/19/20200101191852015/detail_980d127a1a999e165f47fac3bd04efdc.jpg,1577895589,"Подозреваемая в похищении ребенка в Москве Фото: пресс-служба МВД Родители похищенной в Москве семилетней девочки не закрыли дверь в квартиру. О подробностях произошедшего сообщает РЕН ТВ. По информации телеканала, в самой квартире была антисанитария: разбросанные вещи, немытая посуда, ведро вместо унитаза. Кроме того, известно, что из семьи уже изъяли двоих детей. О похищении ребенка ранее сообщили в МВД. По информации полиции, инцидент произошел на улице Яблочкова в Бутырском районе столицы. Девочка, предположительно, ушла с неизвестной женщиной славянской внешности. Задержанная по подозрению в похищении ребенка заявила, что нашла девочку на улице.",Родители ребенка не заперли дверь в квартиру,"Подозреваемая в похищении ребенка в ... девочки не закрыли дверь в квартиру. О подробностях произошедшего сообщает РЕН ТВ. По информации телеканала, в самой ..., немытая посуда, ведро вместо унитаза."
52,943888,https://lenta.ru/news/2020/01/01/spasla/,Похитившая семилетнюю девочку в Москве женщина дала показания,1577897520,1577959840,1,1,0,0,1,[2],https://icdn.lenta.ru/images/2020/01/01/19/20200101195148109/detail_a610670efbb2aa4b7ca04e935fd002e2.jpg,1577897520,"Фото: Алексей Сухоруков / РИА Новости Россиянка, задержанная по подозрению в похищении семилетней девочки в Москве, была приглашена на Новый год в семью ребенка. Об этом сообщает издание Baza. Женщина объяснила, что пыталась спасти девочку. По ее словам, мать похищенной громко ругалась со своим сожителем. Зашедшая на праздник Татьяна Грачева рассказала, что увидела грязного ребенка, пьяных людей, крики и шум. Она отметила, что девочка сама попросила забрать ее, и в 2:30 по московскому времени они ушли. Женщина отвела ребенка к себе домой и уложила спать. Днем Грачева привела ее в полицию, в настоящий момент они находятся на допросе в СК. На мать ребенка составляют протокол о неисполнении обязанностей по воспитанию. О похищении ребенка заявили в МВД. По информации полиции, инцидент произошел на улице Яблочкова в Бутырском районе столицы. РЕН ТВ сообщил, что, по словам подозреваемой в похищении, ребенок был найден на улице.","По словам подозреваемой, она пыталась спасти ребенка","Фото: Алексей Сухоруков / РИА Новости ... на Новый год в семью ребенка. Об этом сообщает издание Baza. Женщина объяснила, что пыталась спасти девочку."
53,943885,https://lenta.ru/news/2020/01/01/leicesterwonnew/,«Лестер» выиграл второй матч подряд в АПЛ,1577897820,1577900807,1,1,0,0,8,[236],https://icdn.lenta.ru/images/2020/01/01/19/20200101192935358/detail_c449d5653d7d88acf6a4795a4d1ab8b2.jpg,1577897820,"Фото: Scott Heppell / Reuters «Лестер» на выезде обыграл «Ньюкасл» в матче 21-го тура Английской премьер-лиги (АПЛ). Об этом сообщает корреспондент «Ленты.ру». Встреча прошла в среду, 1 января, и завершилась со счетом 3:0 в пользу гостей. На 36-й минуте «лис» вывел вперед Айосе Перес. Через три минуты преимущество «Лестера» удвоил Джеймс Мэддисон. Во втором тайме забил Хамза Чодури. «Лестер» набрал 45 очков и остается на втором месте в чемпионате. «Ньюкасл» имеет в активе 25 очков и находится на 11-й позиции. В следующем туре «Лестер» 11 января на своем поле примет «Саутгемптон». «Ньюкасл» в тот же день на выезде сыграет с «Вулверхэмптоном».",«Лисы» на выезде обыграли «Ньюкасл»,"Фото: Scott Heppell / Reuters «Лестер» ...-го тура Английской премьер-лиги (АПЛ). Об этом сообщает корреспондент «Ленты.ру». Встреча прошла в среду, 1 января, и завершилась со счетом 3:0 в пользу гостей."
