,review,sentiment
192,"Второй раунд кинобитвы на i-gency я с треском провалил, поэтому тему выбрала моя визави. Сразу было понятно, что никто из нас не захочет брать фильмы про Гарри Поттера. Эмма Уотсон стала заложницей образа Гермионы, поэтому интереснее посмотреть на другие роли в ее исполнении. У меня на примете оказалось два фильма с Эммой, но как пела легендарная шведская четверка, 'the winner takes it all, the loser standing small', что и определило в итоге доставшуюся мне подростковую драму. 

О романе Стивена Чбоски я слышал ранее, но сам его не читал. Однако, если автор книги выступил в роли режиссера, то наверняка он доволен своей экранизацией. Речь тут пойдет о скромном пареньке Чарли, который отправился в старшую школу. В первый учебный день ему удалось подружиться только со своим учителем по литературе, что совсем не круто в глазах остальных сверстников. Тихий с виду парнишка окончательно замкнулся в себе из-за личных переживаний. Но познакомившись с эксцентричным Патриком и его сводной сестрой Сэм, Чарли впервые почувствовал себя частью общей компании. С ними он узнает, как весело отрываться на вечеринках, как приятно дарить и получать подарки, что такое первый поцелуй и первая любовь. 

Фильм мне понравился. Здесь очень правильный посыл, хотя сюжет получился немного сумбурным из-за личных драм героев. Мне жаль каждого ребенка, который становится изгоем в школе из-за отсутствия друзей. Обычно все стараются обходить стороной замкнутых людей и не обращать на них никакого внимания. Но зачастую у таких тихонь очень интересный и богатый внутренний мир. Этот фильм будет полезен и родителям, и подросткам, которые по темпераменту похожи на Чарли. Первым обязательно надо понять, что ребенка следует принять со всеми его особенностями, как это сделали его новые друзья. Чем сильнее вы будете стараться вытянуть ребенка из шкафа, тем больше он будет замыкаться в себе. А подростки, испытывающие сложности в общении со сверстниками, увидят, что такие ребята есть чуть ли не в каждой школе. Возможно, им станет проще приоткрыть дверь в свой внутренний мир для других. 

Мне не очень нравится Логан Лерман, но для этой роли он идеально подходит. Подбор актеров в целом хороший. Но все-таки фильму чего-то не хватает для того, чтоб воспринимать его всерьез. Слишком много ребячества, на мой взгляд, для качественной драмы и слишком много драматизма для молодежного кино. Мне понравилась фраза: 'Мы влюбляемся в тех, кого, как нам кажется, заслуживаем'. Довольно спорное высказывание, но я согласен с тем, что иногда мы влюбляемся в тех, кто вовсе не заслуживает нас. И это здорово, когда рядом есть человек, который заставляет тебя поверить в то, что ты заслуживаешь лучшего. Фильм не попадет в мою коллекцию, но, тем не менее, его посыл мне импонирует, поэтому рекомендую обратить на него внимание.

7 из 10",neu
193,"Из серии лучшие мультфильмы Диснея.

Решил посмотреть парочку диснеевских мультфильмов на досуге и первым из них оказался мультфильм Пиноккио. Как всегда начну с положительных моментов картины. 

Сразу же в глаза бросается, конечно, графика и анимация. Как такого можно было добиться в 40е года прошлого столетия, я, наверное, никогда не пойму! Феноменально, невероятно, обворожительно! 

Но для меня, особенно сейчас, для хорошего кино или мультфильма (отношусь с обоюдной любовью и к тем и к тем) мало отличной картинки. А вот в остальном есть претензии, хотя они, конечно, сугубо субъективные. Все-таки не будем забывать, что данный мультик рассчитан прежде всего на маленьких детишек, а они от этого полотна будут в восторге.  

Стоит сказать, что первый час мультфильма - идеален, здесь даже присутствует неплохой юмор, от которого непроизвольно выступает улыбка. Но что начало происходить в последние полчаса, для меня остается загадкой... Сценаристы, как это часто бывает во время написания сценария, ближе к концу, опять где-то курнули травы и посему получилось черти что...  Что и почему происходит в концовке, я не могу объяснить ничем иным, как наивным бредом, от которого хотелось вздремнуть. (Кстати, плюс в этом есть - после просмотра я так крепко поспал, как не спал уже года два, потому у меня мелькнула мысль, что подобное кино показывать детям перед сном - то, что доктор прописал.) 

Также ничем особо не запоминаются персонажи, кроме светлячка в заманчивой роли совести главного персонажа и кота мастера Джепетто, который играл фантастически мимикой и в какие-то моменты напоминал мне молодого Тома из знаменитого сериала Том и Джерри. 

Ну, а та мораль, которая тут представлена на суд зрителя - откровенно слаба и предсказуема, а главное очень наивна, но повторюсь - для детишек до 10 лет этот мультфильм станет любимым. 

Если оценивать глазами ребенка - 10 из 10. 

Но моя оценка: 

7.5 из 10 

P.s. Мне намного больше в этом плане нравится советский мультик 'Буратино', который куда более жизненный и родной. Один из любимейших мультфильмов моего детства!",neu
194,"Хотелось бы для начала отметить, что автор книги Ги де Мопассан является одним из известнейших классиков 19 века и взяться за такую работу своего рода ответственность перед зрителями, естественно зритель хочешь не хочешь будет сравнивать книгу и фильм. Если смотреть с одной стороны у режиссеров Деклана Донеллана и Ника Ормерода на счету до снятия этого фильма был всего лишь один фильм-короткометражка 'Крупная рыба'. Честно сказать фильм не видела. И работу их можно оценить только по фильму 'Милый друг'.

  Работа выполнена довольно таки не плохо, были отмечены главные моменты произведения, характер, тщеславие и цели которые преследовал главный герой. Роберт Паттинсон справился с игрой и показал человека-жигало 19 века, который достигал своей цели с помощью женщин, ему как говорится было все равно как он будет действовать при этом. 

   Женский подбор актрис очень понравился(Ума Турман, Кристин Скотт Томас, Кристина Риччи). Особенно понравилась Кристин Скотт Томас. Зритель привык видеть её в серьёзных ролях, а тут бесшабашная женщина, готовая унизиться лишь бы молодой любовник остался с ней.  

 Есть конечно одно 'но' книгу хочется прочесть много раз, а вот на кино меня хватило один раз. Видимо режиссеры не учли всех тонкостей сценария.

8 из 10",neu
195,"Страшно представить, как быстро самые близкие люди могут стать для тебя чужими.

Как фильмы, снятые по новеллам Николаса Спаркса, могут не растопить нежное женское сердце? Сентиментальность - второе имя моей души и я просто не могу удержаться, что-бы не провести пятничный вечер с подобным фильмом. Не могу сказать, что это лучшая мелодрама, но она безумно красивая и чувственная. 

Перед нами две любовные истории, которые дополняют и объединяют друг друга. Они учат нас жертвовать ради любимых и близких людей, идти на важные поступки, которые впоследствии все меняют. И обе эти истории мне безумно понравились, потому что я увидела, как люди меняются, как только ими овладевает это прекрасное чувство. Более того, они меняют вокруг себя все. Прекрасные саундтреки этой картины до сих пор играют у меня и, кажется, несколько из них станут моими любимыми.

Лучшим фильмом в этом жанре я считаю 'Дневник памяти', но 'Дальняя дорога' - отличный фильм для теплого романтичного вечера. 

8 из 10",pos
196,"Еще один достойный представитель французского кинематографа. Фильм яркий, но одноразовый. Хороший, но не очень. Фильм, где нет ни одного положительного персонажа, показывающий внутреннюю борьбу с внешними раздражителями. Потрясающие, но однообразные картины; скучно полтора часа смотреть на машину, которая едет по песку. Также этот фильм показывает все отрицательные качества человека: жадность, скупость, эгоизм.

 В картине задействовано всего 9 актеров и собака. Нетрудно догадаться, что будет со всеми героями, если они все способны на убийство и все хотят присвоить себе золото. Не знаю как другим, а мне больше всего было жаль именно собаку.
  Это фильм показывает борьбу человека за то, что именно ему нужно; учит бороться в безвыходной ситуации. Основная идея фильма – если все потеряно, не стоит печалиться – потеряно еще не все.

  Фильм однообразный, так сказать, штамповый, но все равно зрелищный.

  6 из 10",neu
197,"- Его нигде нет! А это современная карта!
- Храм богини Куатлике так и не был найден... За мною!

Сюжет фильма можно пересказать в двух словах: группа археологов-недоучек отправляется на раскопки, причем на все, что только попадется, так как точного плана у них нет.

Единственный ужас заключается в том, что этот фильм все-таки вышел и я угробила на него полтора часа бессмысленного просмотра. Описать штампы и косяки хочется фактически в каждом эпизоде. Все, что можно сказать об этом фильме - мусор. 

История гробницы в начале фильма еще ничего так, заслуживает внимания. И это было лучшим, что удалось сделать. Весь последующий сюжет представляет из себя сплошную несуразицу и ерундистику.

Начнем с того, что по подбору актеров сразу становится понятно, чем обернется история и кто есть кто. Практически, это читается на лицах каждого из героев. А значит, смотреть уже не интересно, ведь все додумываешь безошибочно наперед.

Игра актеров - низший просто уровень. Тут не то, что видно, как наиграно - по-моему, ребята либо перестарались, либо не старались играть вообще.

Герои сделаны чересчур подозрительными личностями. Скажем, юные 'археологи' по приезду ведут себя, как дикие волчата - во всех подозревая врагов. И тут же корчат маленьких и наивных детей, как будто не археологи приехали на раскопки, а детский сад на экскурсию. Их профессор похож больше на любителя шахматных клубов, и вообще вряд ли бы вызвал у кого (у меня лично так точно) какое-то уважение. Профессор носится со своими студентами, как курица с яйцами. А ведь на раскопки приехали вполне взрослые и, хотелось бы верить, серьезные люди. Профессор Сантос так вообще похож на заядлого алкаша, и назвать его ученым и знающим что-либо человеком просто невозможно. Помимо этого, его самая яркая роль - бегающий немой пьяница, которому на каждом шагу что-то мерещится, а о происходящем зритель догадывается только потому, что вначале была рассказана история жертвоприношения.  Умом же из героев не обладает никто, в чем можно все больше и больше убеждаться на протяжении фильма. Так что в реалистичность уже не верится.

Что касается эффектов - вообще смех. Мумии и мертвецы внешне вроде бы жутковато выглядят, но это остается единственным, что в конечном итоге может хоть как-то произвести впечатление. 

Создалось ощущение, что с помощью такой глупости режиссер хотел сделать фильм более похожим на реальность. Но в его случае нужно было снимать комедию, а не фильм ужасов. Не удивлюсь, если и в древних племенах окажутся штампы с костюмами, традициями или чем-либо еще. На помойку такие фильмы

1 из 10",neg
198,"Двое преступников в масках клоунов, укравшие 4 миллиона долларов, уходят от преследования американской полицией. Они врываются на территорию Мексики, где их принимают местные копы. Один из воров погибает, второй попадает в мексиканскую тюрьму, где заправляет местный преступный авторитет Хави. Там царят вольные порядки, можно носить оружие и употреблять героин. 

Эта картина стала режиссерским дебютом для Адриана Грюнберга. Но съемочным процессом по большей части управлял, видимо, Мел Гибсон, который здесь сценарист, продюсер и исполнитель главной роли. Сам фильм кровавый, драйвовый и бескомпромиссный с большей порцией черного юмора. Атмосфера тут по-хорошему безбашенная и неполиткорректная. Много насилия, крови, взрывы, перестрелки - в общем, все что нужно для хорошего олдскульного боевика.

Герой Мела Гибсона, которого тут называют Гринго, в центре повествования и мы слышим его закадровый голос. Актеру здесь уже под 60, но он по-прежнему очень крут и здесь по-настоящему зажигает в традициях 'Смертельного оружия' и 'Расплаты'. В конце картины он берет себе псевдоним Клинт Иствуд, такой киноманский прикол. Остальные актеры, в основном, малоизвестны, удалось идентифицировать Питера Стормаре и Дина Норриса. Кстати, в картине снимались настоящие зеки, так как часть съемок происходила в реальной мексиканской тюрьме.

Мел Гибсон наводит шороху в мексиканской тюрьме. Безбашенный боевичок весьма доставляет. 

7 из 10",pos
199,"Как только фильм вышел в прокат, особого желания смотреть не было, почему и оставил фильм до сегодняшнего дня. Лучше бы не смотрел вовсе. Но все же постараюсь быть более объективным.

Привлек мое внимание, конечно же, трейлер, который вышел более эпичен, нежели сам фильм, ну и конечно же маски маньяков были хороши. Хотя их образы не соответствовали их действиям. Неуклюжие 'недокиллеры'.

Сюжет банален. Пересказывать не стану. К семье привыкнуть нам времени не дают, сюжет развивается, пожалуй, слишком быстро (in my opinion), поэтому я даже забывал кого убили, а кто еще был в живых. Также актерской игрой меня не впечатлили абсолютно все. Не создавалась атмосфера ужаса. Я один из тех, кто считает это главным для такого рода фильмов, мотивы убийц меня волнуют куда меньше. В жанре фильма не стоит тег 'комедия', но ироничная нотка проскальзывала, когда наша главная героиня показывала чудеса выживания.

Героиню, вроде как, звали Эрин, но мне кажется, что Мэри Сью или Джоана Рэмбо подходит куда больше. Ни ловушки, ни арбалеты, пули и ножи, ничего не берет. Подобное в фильмах я просто не перевариваю. Инстинкт самосохранения должен присутствовать, но не в такой же мере. Будем же благорозумны.

В целом. До конца оставалось  около 20 минут, но уже тогда исход был ясен. Интриги нет. Атмосферы нет. Слишком нудно и бездарно. Фильму похвастаться нечем. К слову, если бы я снимал фильм только ради денежек и плевать я хотел на мнения зрителей, мой фильм был бы примерно таким же.

Не буду категоричен, в советах вроде 'Не тратьте время', но и не ждите чего-то стоящего. Правда. Не ждите.",neg
200,"Одно из двух: или я был не в настроении или фильм в русском дубляже был действительно не смешным. Почти не смешным. Иначе говоря, не зацепило.

Несколько месяцев я ждал 'Ананасовый экспресс', готовившись увидеть все что угодно: циничный стеб укурков над трезвым миром, треш в духе 'Не грози южному централу', даже пропаганду о здоровом образе жизни был готов посмотреть, но в результате получил игру хороших актеров, шутящих посредственные шутки по аляповато-скроенному сценарию.

Это боевик про укурков? Фильм-погоня с туалетным юмором? Стебно-чернушная драма про жизнь наркоманов? Или типичная американская комедия про двух неудачников, нашедших приключения себе на пятую точку? Это вообще о чем кино? Повторюсь, возможно, вина прокатчиков, но в фильме почти нет смешных шуток или по-настоящему стебных диалогов! Невольно гыгыкаешь при виде застрявшей ноги в лобовом стекле полицейской машины, или бредовых драк между диллерами и героем Сета Рогена, но реалистично окровавленные части тела, простреленные туловища и постоянные убийства как-то не расслабляют. Сюжет же ближе к концу вообще сваливается к третьесортным фильмам-потасовкам.

Конечно же, это не боевик, и ни в коем случае не драма. Для боевика слишком нереалистично и весьма шаблонно, а для трагикомедии нет никаких душевных стенаний главных героев. Даже для жанра туалетной комедии не хватает самого главного - туалетных шуточек и приколов. Правда стоит отметить хорошую актерскую игру Франко и Рогена, торчков они сыграли замечательно, жесты, движения, мимика на высоте. И пусть я 'не в теме', не смог отыскать потаенный смысл, но кино получилось затянутым, слабосмешным и мягко-говоря невнятным.

Смотреть только под дозой чего-нибудь. На трезвую голову после рабочего дня совершенно не торкнуло.

5 из 10",neg
201,"Фильм без классического хэппи-энда, оставляющий после себя легкое светлое ощущение. Без грусти. 

Фильм без классических красавиц и сладких любовных историй. Но едва ли придет в голову назвать историю главных героев не романтичной. Я думаю, секрет в том, что они - настоящие. Смешная в своей прямолинейности, дурашливости и дурацкости девушка, умеющая быть серьезной, циничной и трогательной. Обаятельный главный герой и его мировой папаша. Они настоящие, и им веришь каждый миг, в каждом их слове, шаге и реакции.

Настоящие улицы Ирландии, которые не так уж часто мелькают в кино... И которые кажутся такими похожими на наши!

Прекрасная операторская работа: фильм снят красиво и естественно. Прекрасный ход с музыкой, которую начинают играть герои, и которая, перетекая, становится саундтреком к следующей сцене.

Не понравилась режиссура: получилось сумбурно и местами невнятно, но, когда я прочла историю создания фильма, эта претензия отпала.

Странный - иного слова не подберу - перевод. Реплики персонажей нередко создают ощущение, будто те общаются по разговорнику. Не знаю, правда, проблема это перевода или сценария.

Первое, что я сказала после просмотра: 'Глупо. Но жизненно'. Глупо потому, что неизбежно думаешь, что эта история могла бы закончиться по-другому, и, быть может, лучше для главных героев, к которым успеваешь привязаться... Но...

Да, эта история могла бы закончиться по-другому. Но это была бы уже совсем другая история.",neu
202,"Сериал 'Андромеда' отличается тем что он довольно простой и  направлен, как мне кажется, именно на отдых. В нем нет замудрённых рас. Сериал довольно доступный. Он очень редко парит жутко 'забугорными' словами (такие слова как гипер-пространственный переход не в счет-это классика). Сюжет здесь тоже классический и абсолютно не напрягает. Гораздо интереснее смотреть как бесстрашные герои спасают миры, чем( на примере сериала 'Вавилон-5') в половине серий смотреть как они решают политические дела за столом переговоров.

 Да, в нем не хватает эмоциональности (хотя по сравнению с Голливудскими боевиками это ещё цветочки). И иногда они начинают мудрить с какими-то мирами( Пример серия про путь-веков) или же просто теряется сюжет, но в целом очень приятный сериал.

 Итак, этот сериал понравится тем, кто просто хочет посмотреть хороший фильм. Для более знающих людей в области Фантастики будущего он покажется действительно 'пустоватым'. Мне лично,  как любителя более средневекового фэнтези, смотря сериал 'Андромеда' ничего больше не надо, потому как всё( за исключением эмоциональности) в лучших традициях романов. 

8 из 10",pos
203,"Поиск себя, следование за мечтой - излюбленные темы режиссёров, которые реализуются из раза в раз, от этой темы не отошёл и Шон Пенн; экранизировав книгу Джона Кракауэра. Фильм получился отменный; путешествие, бегство от людской суеты, невероятной красоты операторские планы дикой природы — всем этим изобилует это кино. 

Шон Пенну удалось то, что удаётся немногим — показать настоящие отношения между людьми; полностью раскрывая, как горькие, так и светлые моменты общения, глубину характера героев. Майкл Брукс вжился в роль парня бродяги - парня мечтателя; полностью раскрывая всю драматичность переживаний и ощущений героя.

Фильм о выборе человека, о человеческой свободе; история, которая задаёт множество вопросов и даёт немало ответов. Фильм, который стоит посмотреть, хотя бы ради того, чтобы увидеть, как далеко может зайти человек.

8 из 10

Счастье имеет смысл только тогда, когда есть, с кем его разделить…",neu
204,"Начну с главного. Абсолютно во всех рекламный кампаниях было сказано, что «Супруги Морган в бегах» — комедия. Наглая ложь. В данной картине если и присутствует несколько шуток, то они «плоские» или «бородатые», поэтому, как бы ни хотелось, но посмеяться не удастся. На драму или детектив фильм также не похож.

   Неоспоримо, велика категория зрителей, предпочитающих иногда предаться расслабляющему зрелищу под названием «американская комедия», которое само по себе предполагает отсутствие умственной деятельности и анализирования картины. А еще только с ними можно отключиться от всех проблем, беззаботно провести пару часов и похохотать от души. Возможно, кому-то создание подобных фильмов покажется слишком легким делом, но, что доказывают «Супруги Морган в бегах», это лишь поверхностная оценка.

   Не хотелось бы быть слишком категоричной и обижать столь опытную актрису, как Сара Джессика Паркер, но смолчать не могу: похоже, ей скоро придется отправляться на пенсию или переходить в другую возрастную категорию. Также меня неприятно удивил Хью Грант своей нереалистичностью: на протяжении фильма он будто искусственный. То полное отсутствие каких-либо жизненных проявлений, то неестественные гримасы… Думаю, его исполнение роли в «Бриджит Джонс» не подлежит сравнению воплощенным с персонажем мистера Моргана. 

   Наверное, единственными «живыми» актерами на съемочной площадке были брутальные супруги Уилар и глупая блондинка Келли.

   О сюжете, опять же, много говорить не приходится - слишком предсказуем. Вина создателей даже не в этом (современный зритель привык к предсказуемости), а в том, что нечем зацепить смотрящего, нет ниточки.

   На мой взгляд — бесполезнейшая трата времени и лишнее разочарование. Существует множество других, более достойных  и полезных фильмов, посему будет правильнее подарить время им.



2 из 10

",neg
205,"Очередная экспедиция на Марс была прервана из-за внезапно начавшейся бури, а ее членам пришлось спешно прервать работу. Скафандр одного из сотрудников, инженера Марка Уотни (М. Дэймон), получил повреждения, и связь с группой прервалась. Сочтя его погибшим, коллеги Марка благополучно эвакуировались. Оставшись единственным обитателем Марса, Уотни намерен продержаться до прилета следующей экспедиции, которая планируется лишь через четыре года.

Что хочется сказать? Книгу я не читала. Ощущения после просмотра примерно такие, какими они могли были бы, окажись передо мной не обещанная «Мона Лиза», например, а ее глянцевая репродукция в журнале. В дорогом журнале. Это не научно-популярный фильм, как пишут многие восторженные зрители, а сказочная голливудская постановка о приключениях на Марсе и вокруг. Снято красиво, качественно, но в духе комиксов. Отсутствие драмы там, где она неминуема, стало главным минусом. Сложно поверить, что даже самый крутой и подготовленный астронавт со стальными нервами, не впадет в депрессию, оставшись в одиночестве на необитаемой планете. Что мы видим в фильме? Три минуты уныния, а дальше Марк Уотни бегает по жилому модулю, слушая диско. Не катастрофа, а пионерская игра «Зарница».

При этом чувствуется, что герой Дэймона обладает оптимистичным характером, благодаря которому (плюс мозги, разумеется) он и выжил, однако в фильме все показано скупо. Его веселье чаще вызывает недоумение, ведь, повторюсь, ни предшествующей драмы, ни катарсиса не было. Черт побери, даже в «Железном человеке», несколько раз упоминаемом героями, более заметны душевные переживания в момент критических ситуаций.

Бедой фильма стали нераскрытые характеры персонажей. Если о коллегах Уотни зритель может узнать из редких кадров и финальных титров, личность его самого остается загадкой. Человек без семьи, друзей и прошлого. 

И, конечно, неубедительность. Посмотрев «Марсианина», можно решить, что выжить на Марсе, да и на любой другой планете, довольно просто. Главное не забыть пополнить запасы скотча и целлофановой пленки. Скотч – первая вещь в космосе, с его помощью прекрасно заделываются повреждения в шлеме скафандра, герметизируется любое помещение, в том числе и целый космический модуль. На этом фоне забавно наблюдать за мучениями астронавта, не сумевшего найти на станции обычный респиратор.

Еще один технический минус – сцена с исхудавшим Уотни. По сюжету его герой вынужден ограничивать себя в еде, экономя провиант. В первой части на экране красуется атлетически сложенный Мэтт Дэймон, далее проблема решается просто: перед зрителем пробегает скромных размеров дублер, чье лицо предусмотрительно прикрыто полотенцем.

К сожалению, в общей сложности интересных моментов было не так много. Действие то летит стремительно, то сбавляет темп до критического. Подводя итог замечу, что смотреть «Марсианина» стоит, не ожидая ничего сверхъестественного.",neu
206,"Когда я была маленькой, мне вполне хватало мультфильмов Диснея, Пиксара. Наши родные мультфильмы казались мне тусклыми, плоскими, в них было много подтекста и шуток для совков. Потом внезапно на свет появился Князь Владимир - чудесный, красочный мультфильм, проработанный до мелочей. Он настолько поразил меня своей атмосферностью, миром, сюжетом, захватывающими персонажами, я по-новому взглянула на исторические корни. 

Вообщем, после Князя Владимира я ждала, что наши начнут рисовать годноту. Увы и ах, на сцену вышла небезызвестная и многим аниматорам вставшая поперек горла Мельница. И если над графоном в их продуктах еще можно немного восхищаться, то над убогими сюжетами, где каждый герой поражает своим тугоумием, а каждая возлюбленная главного героя вытаскивает свое чудище из огромной лужи, в которую это юдо приземлило свой железный зад, заставляет меня и моих близких, а также многих других людей делать ежесекундный facepalm. Но если в этих мульфильмах есть хоть что-то хорошее, то все, что выпускалось российскими мультипликаторами далее, заставляет меня содрогаться в ужасе. 

Но ладно, речь идет о Богатырше. 

Сюжет, который не отличается особой оригинальностью среди мультфильмов в последние 5-6 лет. Было предначертано, что у Бориполка родится сын, который станет избранным-бла-бла-бла. Но вот не думал, не гадал никто, родила царица в ночь не то сына, не то дочь... Вообщем, подстава. Вместо увальня, которому можно дать меч и отправить на передовую, родилась девица. Папа расстроился, но что поделать, дочь так дочь. Назвали дочку Росой. А та возьми да пошли родителей с их 'девочка должна играть в куклы--бла-бла-бла', и меч ей по руке, и шило в... Ну вы поняли, что сюжет не оригинален, да? 

Дальше идет графон. Наши бравые аниматоры, которые еще толком не разобрались, как заставлять красиво двигаться 2D-модельки (после пластилина-то, конечно рисование внезапно кажется уже не таким простым делом), чтоб их не перекореживало во все стороны, посмотрели на загнивающий, по их очень умному мнению, Запад и внезапно побросали все свои недоделанные до нормального состояния раскадровки и ударились в 3D. Если бы Богатырша была первым опытом в трехмерной графике, я и смотреть бы не стала. Какого же было мое удивление, когда я увидела этот страшный сон CG-ста. После Саввы, над которым люди тряслись семь лет и который почему-то все равно не завоевал столько отзывов, сколько это убожество, мои волосы встали дыбом. Ущербные и не интересные концепты персонажей, кривые и недоделанные модельки(да любительские MMD даже настолько по качеству не опускались), нагло сворованная фотография Словении (с фотографом которой естественно подобное не обсуждалось, он уже обратился куда нужно) на бэкграунде одной из сцен, пластилиновый Горыныч, внешний вид которого не внушает ничего кроме нервного смеха(это наверное задумка). 

Мультфильм не спасла и озвучка, хотя Харламов пытался. 

Мнение моей маленькой пятилетней сестры: скучный и некрасивый мультик. Еле уговорила ребенка отсидеть со мной до финальной сцены в кинотеатре. 

2 из 10",neg
